Place,Type,Size,Neighborhood,Address,Ambience,Purchase Required,Parking Situation,Free Wi-Fi,Has Cinnamon Rolls,Has Reviews,Description,Website,Google Maps Profile URL,Apple Maps Profile URL,Comments,Google Maps Place Id,Latitude,Longitude,Place Enhancements Link,Last Modified Time,Created Time,Operational,Photos
Whole Foods | Rea Farms,Grocery Store,Large,Providence Crossing,"7221 Waverly Walk Ave, Charlotte, NC 28277, USA",,No,Free,Yes,Sometimes,Yes,"Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",https://www.wholefoodsmarket.com/stores/waverly,https://maps.google.com/?cid=13205808233749194890,"https://maps.apple.com/?ll=35.0531552,-80.7673253&q=Whole%20Foods%20%7C%20Rea%20Farms","Whole Foods are already by nature fancy stores, this is among the fanciest I've ever seen. The patio upstairs is super nice. They have turf lining the ground. Turf. Like the kind on football fields. It's a great spot for studying/working because of the upstairs section where you can get away from the visual distractions of the store below. Amazon bought Whole Foods all those years ago and have done quite well with it. Bravo.",ChIJx47_MM0nVIgRiqiMCJ90RLc,35.0531552,-80.7673253,,1/7/2025 9:13am,11/6/2022 6:53pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqH5yWQpXkTULaUiFyceMttbNu0ysfz2I82h4MHd4_UT5z7yFHvh4SxJYFg9k8SyOFS9PS55ss1vy5qKi-0rGtQmV7-lTfJP9sI=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFUebL_sj1ig_7sUps8520fIth4jk8m7xM_wW-t5CB3IVgKauuKIjCKkJ946k6gWoXxA-K6NlKgzx4te0zWZNzr3UlGozs10wI=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqH5HLRIShXoOI8BxkJJ2LTHXIPdsXnhGVAnabMxeQKDfdo9zI610Lm8zFmPu3cbRgLHR2EIdOxBuFdxr_78Kboi8cxiBDb-EUw=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFFnmPY8oOVJiSX2X4YQM0SsovbcmctZx7P-3DLSibeNr-EET7D8bX61G1hwFIXhKReFQ52FGurjTSoVLtfefYPRXEe4NlYb7Q=s4800-w4160-h2340', 'https://lh3.googleusercontent.com/places/ANXAkqG-aIivrKZMVhx4dGwqTIKyVPZrtrL5zw0JUMa810D5kOvh7AKHIKGFdYuHJ29EbG6pPmdV_6K_M1LqG9hfUwVKNgURFUzHMew=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqG4vtW6Vo7sUY57p8U8Viq2tqeM4XIqiqXE971EHUu9ZVT_98QiCuPDPb9Y9YsDnlaEy1eStQXOIjIBlV-GKwJPKkQHyFnJ9NM=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqECooZV5ghTiTwJ8bv6wdQJkkItLcNUX7qMH3khCobb7RFFlPeohBpqWzEKAY1gsM-GZj6VgcOkOUHng_n7ikUhxVkls-IhM2w=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqE38m4S5FoiuVUIsndZJ_BTTmt5zS7F9X-VXnUk44irXXL1DRn70yVMzZilecpEx-5yZ1QdUlCBN78E7EfHGMWDoZ7MQJ39rFU=s4800-w3264-h2448']"
Whole Foods | SouthPark,Grocery Store,Large,SouthPark,"6610 Fairview Rd, Charlotte, NC 28210, USA",Airy,No,Free,Yes,Sometimes,Yes,"Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",https://www.wholefoodsmarket.com/stores/charlotte,https://maps.google.com/?cid=13088127491136070859,"https://maps.apple.com/?ll=35.1472366,-80.8300802&q=Whole%20Foods%20%7C%20SouthPark","There’s downstairs seating across the whole checkout area but also an upstairs with more seating and an outdoor patio. Great spot, the only challenge is there are no publicly accessible outlets upstairs. You’ve got to come charged up.",ChIJM6vihBSeVogRy6Qw_JteorU,35.1472366,-80.8300802,,1/6/2025 12:38pm,11/6/2022 6:45pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqEFhGjjKJZ4sH0vN7Dhr-cy4MsK48QGVvLKFO5rfXS13GanNzdldYqUfLxXhJaixF-HlvvA-CyTMJLm78Z8m7_LNg_FbVh0KN4=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGeKwJGi2YYbevdyryACEe2FsbsVuu1l9WiPwQxKZFNYJdTQweR2jqsabDcL4sC2Z4NDfeSY7Mb8aO5gD8VmUlCF6I6qbSyEwQ=s4800-w1080-h608', 'https://lh3.googleusercontent.com/places/ANXAkqEmtPPLDRkXuEKEBRGttLR3S0xfEbNdunhKZ-5Y0bMaxFN52eqDNGtrYOVwJxY1O7wZdZqPjZ37P2EgdYq1WZ5JxD31lo7uazQ=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFEIJ1r-mAFkJavSdcE1BfRaStWeBvGWgSSd_RjENWAxjOEUZRi9x2KzJtQOYGTCBp7e9ry5npq5gF-lp_MHdVetTMA0DIZxbo=s4800-w4048-h3036', 'https://lh3.googleusercontent.com/places/ANXAkqETNh317AfjbODy1gAHAcc-_ij8J9Dl4yEDP8OqjGIVG2fudSPpf_7PXkXgukTfXzLXpJcBs9-IH7NCLh8EaEWZEsDjhwTFYis=s4800-w4160-h2080', 'https://lh3.googleusercontent.com/places/ANXAkqHgNjVRXpYEbuh3jQkMBvqktQkCfT80-AoIaZDWQWmQKqi3bPuqlNopgSlFNgpZfHF9DNBY8i5RzXn87k8d6BKc2agg5XEopwU=s4800-w3984-h2988', 'https://lh3.googleusercontent.com/places/ANXAkqEmKP5YRvGwE9Pw7iIbc6dybAvkA49PF23XgVBRIvufWHIgTEkI5I6n4ixNQz4XiCIVSmjVqXVcdDnhLTWJW7dlPi44Ya4mqCg=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqF1V6q7gUNEPJ902_o0x8HIz8Up1K4IjtlXTsio58ELkvzjMJ-5Q6k0gCFJkIzf6CHPblMDeS9qDhLGwqrCbEBOj5_Rx_fLwe0=s4800-w1920-h1080', 'https://lh3.googleusercontent.com/places/ANXAkqElnRVDszVMC8qZLPFO8oiYSnVBdt6aTACxxjBSaG6Mf2TO-uW-HkR5w08REgqhgOBVO8TyXAzDI2uRHwIhf8weihF7rVNJ8jI=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqEnT7tYI5pE9nc5valJHZpgO1R2-MNlbukb7OsjBKng62DH-orEPN0KfstSdes2_Qm11dMrX293R4xwTSkQt9wrAY2a2pa-wBU=s4800-w4048-h3036']"
Wildroots Coffee,Coffee Shop,Small,Uptown,"500 E Morehead St #160, Charlotte, NC 28202, USA",,Yes,Paid,Yes,No,Yes,,http://www.wildrootscoffee.com/,https://maps.google.com/?cid=13548671308070973760,"https://maps.apple.com/?ll=35.2170979,-80.8480232&q=Wildroots%20Coffee",,ChIJHzmVHSqfVogRQPEYUMWMBrw,35.2170979,-80.8480232,,1/7/2025 9:13am,1/20/2024 12:53pm,Yes,[]
Willow Wood Coffee,Coffee Shop,Small,Cornelius,"19801 S Main St, Cornelius, NC 28031, USA",,Yes,Free,Yes,No,Yes,,http://www.willowwoodcoffee.com/,https://maps.google.com/?cid=10662887627501368641,"https://maps.apple.com/?ll=35.4790017,-80.85712699999999&q=Willow%20Wood%20Coffee","Lots of tea options, coffee, food, and pastries in a small but bright and inviting space. Good access to outlets, most seating along the walls can access some. Has all the menu options and amenities of trendy new age coffee shops but keeps the homey local spot decor and atmosphere. A very clean place. Great music, perhaps that’s just a coincidence related to the playlist selected by the staff when I visited, but it twas 🔥. It’s small enough that everyone can hear your conversation if you’ve got a strong voice, so don’t come here to discuss super secrets, but it’s an excellent choice for working, studying, reading, meeting friends, chilling, etc. If you fancy a walk, a very nice trail, the Antiquity Greenway, is right down the street. You can grab your drink and head outside to touch grass.",ChIJwbU1PyipVogRQXUghc0v-pM,35.4790017,-80.85712699999999,,1/7/2025 9:12am,8/17/2024 10:38am,Yes,[]
WiredCoffeeEspress,Coffee Shop,Unsure,Kannapolis,"459 N Cannon Blvd, Kannapolis, NC 28083, USA",,Yes,Free,Unsure,Unsure,Yes,,,https://maps.google.com/?cid=9259129621608189864,"https://maps.apple.com/?ll=35.5002633,-80.6107557&q=WiredCoffeeEspress",,ChIJkVk_VIsIVIgRqM9AeVUJf4A,35.5002633,-80.6107557,,12/27/2024 11:05am,8/17/2024 11:07am,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFI-Z0k2dyp1ZIEyKiVF9ZsYOdS8h5qMj7KPLBL5J4MZaXk-ZFivuwSyRRRbdu3RaVLvcZgNBLZdjWWQ5qhM9zKnEGVGDw0nvY=s4800-w4000-h2252', 'https://lh3.googleusercontent.com/places/ANXAkqGhDoljWZuamx0gMkKqYqcpkSUJFB4WsywPCTgIBXI_dS0-nONcjBmbnfDytJ48mi3BlDH1atRzIFhEjajxrOh8lEY9RRkXEo8=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqG9hmhc1X5sVB7q4fYYEq2OxDrRSzIgXhPJCxXTcgE2FGbtk5UZubrbqw_NxKWJdBSftnP6j2OEjyMoTQB_sD3LBrFOQF7gzQA=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFNZi36BOE-3kV2_2eXgtTcQiIHoQA6aPONAPUwJCO_I3SfydsDNo7Vp3QJsiX2qHIEF9GG4kZnwC3ZGW8DGRUG9VkniZiYhBw=s4800-w4000-h2252', 'https://lh3.googleusercontent.com/places/ANXAkqG4OSQUuJJxb8dPw5FTztlNSvt910acLES6q3NRKE_fFCmGX4UKqgVW2WbgzxwCJWVmQs_GSpDVRYPN2jnQwolReh7IRYZnA2E=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHN8OR5Ga-G-7wIJu5Xr01rvl2OsbLut3eMP79zhSZq2M6jjTf3rEPk3sTxrfa1ALyThO5DWPDR2IrJr8V0ljDhHfViq1FnYSk=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGMMWY30665vBdHI9KE6QDG0KvTuUuBACVfKhtV4Cien1o9qZjiQ1FkqznaXUPciwRDLqVoUXLGhevepi5-bTrpF-8dm80Esfc=s4800-w1168-h1874', 'https://lh3.googleusercontent.com/places/ANXAkqH4MDI03DDqi0a--Y8bwLycxq6iKeyt1YUDC5r4YBrujcmBIin3LwgmNwAlOpZYmF7_YVNXuJPI_xitbAGpoChUBtTkoELHrZM=s4800-w3060-h4080', 'https://lh3.googleusercontent.com/places/ANXAkqGWyLDUqBpboOuRCXxKWRTWtvnE6HvVqzA9ZQZdaOq3n4K95TtaBB_lMqYfsOg9hFxSJFR-obh5tNt_wDbXsSnfWH_7-ZMLTvM=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqHvlS_zlflhjvuLLDH3NGaNOmQSnQbI3R9-P9gspo1HG-SvY6NzssYkX1Pin1wLxQWJPxo2oUTMon4CnNqfyUATINLGNP4hwng=s4800-w4032-h3024']"
Wooden Robot,Brewery,Large,South End,"1440 S Tryon St UNIT 110, Charlotte, NC 28203, USA","Industrial Chic,Modern",Yes,Paid,Yes,No,Yes,"Modern redbrick brewery with a rotating selection of draft and to-go beers, plus a beer garden.",https://woodenrobotbrewery.com/,https://maps.google.com/?cid=1954875932405380901,"https://maps.apple.com/?ll=35.2168207,-80.85680909999999&q=Wooden%20Robot",,ChIJp9PvEX-fVogRJbf7mk0dIRs,35.2168207,-80.85680909999999,,1/6/2025 12:38pm,11/6/2022 6:48pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFNP2sXhPEDmvP7fFFK_EFk_NBjQnR39BTvczHJ-icVY2FzkMxKwauL_T5bH8MQ_u2y82jBk7Hcl8kIQ7V19w2RnADb9gVKZNU=s4800-w1240-h827', 'https://lh3.googleusercontent.com/places/ANXAkqFPU0P2kuZDwTMP3bajNtlAxtBdSIFlcnz349jbQW-Uk3LUTmvSSnR_v0f1J_HPJ4bP5PW84ENf-fzPOdSn3V_4OFe6xdrPdSI=s4800-w2770-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGp3-Rk6iE0hC1jnx3UZlQXEl66yyy3pk-EaoKZrlLPnEVojXFJ9HBeqEbIAAm-ndgYqZPLiSUemVWVUOnz3m8pDB8DCQIsCR4=s4800-w1000-h1000', 'https://lh3.googleusercontent.com/places/ANXAkqHScLcqzUtZekfE8gAFJYt79XqPU9sVVHPoMJBNn4UPJdP3oWc1MhVZ2E6o0ng_sUazClcyiwqedT0zw7NEAkrotYRVQAmRG_8=s4800-w4000-h3000', 'https://lh3.googleusercontent.com/places/ANXAkqHG3I1coak3oNUkmL9Hv9e-qIOpJiXFRpbBBUW4khFhOFUnt1A6Nt8QVokiajXYtAmKNs3bSdv-HFPtFtmM0zkklQNJFIjpGwU=s4800-w1000-h666', 'https://lh3.googleusercontent.com/places/ANXAkqF5X2jEireC7B3SO_OF62CymDDP1VE6rAnhBQnNXq4EzkGJ8N-ACfhOXq-USpxQA8JpskkJmh54PONw9FpipTjQ6mjA1Sm7CFU=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqEeIaPyidQjltcpFvloXXuyn_tOfkAKGLL2vnua2ZvQ43_migsAGzfCiT-7irn59ykpTkJAd75hyQuvHy-lmNz68yF_kFjmkw=s4800-w2884-h2308', 'https://lh3.googleusercontent.com/places/ANXAkqEFK252HkSNo5L351kRXSAU7JEATQyne1W-UlaFwi2CvQ15yuUjaP65RWCN-j6n5GAvPkbh368QEOxhIvhG1yaJUsqIsNsiH9M=s4800-w3036-h3036', 'https://lh3.googleusercontent.com/places/ANXAkqHyUdcet5eQnMN2F-qGD-P4fvBljxm9GPqr7AuWfNesa4dFHlIeTjs7o5jDrtaJTcs6z7rb_SIUIpkfx-y0RUSMEhyx9jL-rHk=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqHft9HhbBSQ66mzPvmscbzxJXcBreKGnmyShgRxenQ_iQthRcypWYZQnKPbfH4X4uGdtktmagRANVjYriUARaSu1O1VHu78qkY=s4800-w4032-h3024']"
Littl Madeleine | Organic Coffee & Bakery,"Coffee Shop,Bakery",Small,Ballantyne,"11318 N Community House Rd #202, Charlotte, NC 28277, USA",,Yes,Free,Unsure,Unsure,Yes,,https://www.littlmade.com/,https://maps.google.com/?cid=6828919730030799295,"https://maps.apple.com/?ll=35.056159,-80.83542299999999&q=Littl%20Madeleine%20%7C%20Organic%20Coffee%20%26%20Bakery",,ChIJC5TnfNidVogRv2kkNFAyxV4,35.056159,-80.83542299999999,,1/7/2025 9:12am,9/2/2024 2:40pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqEgXP9T2F99APqlcoUIKdTnOcMyipahOpdlEFVp0DzTHST5CIQjOd5VdHjzXFlot_Y8XGpgmvDOA4nAvgVDOVvadOW-x4IZmAk=s4800-w3785-h2527', 'https://lh3.googleusercontent.com/places/ANXAkqFTZq7UiyyPXmyS_ZD0Wk3hDST8IYyji2zzS54zRD3g0hVv3EbnNwwqppcQVdxjOmRNedjQjXDbYInhXDPFkiB_n3EsfqadqwI=s4800-w1440-h810', 'https://lh3.googleusercontent.com/places/ANXAkqHsw_HhiSilsAYcIEwBA0YYR4oEroOKzZF9i8v_af2JPVQqKUeM9YMuwwHVfQsnVmJN4ocF4fRm8cxZ2A-e1U4Dvw7jG2bTMz8=s4800-w4800-h3600', 'https://lh3.googleusercontent.com/places/ANXAkqEUVpyAmTbv-ZAVQC6tlAnPtfk02QHRQ0sIjKgBsUM0C3ct2WSyF8urZ1TWCMZ2M-EH1z_TtnB-FB8yTEChNh36lXs8ux0DPFY=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEpotVHFevWtAclwCJC4jLCdVRrhFzPFPdUeqpy9sqfG_alxpRqq0EVf8BqaZcP7So47LYUV0utPu_1q8Ar29wAPJLVFpr88iA=s4800-w4800-h3600', 'https://lh3.googleusercontent.com/places/ANXAkqGs6Y-laIAPDUXm1hg1WArZWJ64-yqFAQYx5PzAlVaidZ5x36awZhww-DnfngDmU_aIDjqW_Dg2Ha11_WQ3KY4QvJKzNsWgEMY=s4800-w4800-h3825', 'https://lh3.googleusercontent.com/places/ANXAkqHzOH2o1vrkh_NqCcwFrv5bjU9xMFOcJ7m4zhybHeR3fvmC9sT3Gu6cNgXZUAwbjXYksYlRvdszz4Z8abOmYWZytoZxJ-lumzk=s4800-w4800-h3600', 'https://lh3.googleusercontent.com/places/ANXAkqEdjVfToX7w22Q-wwFrbZRQrq-MWK4eXbp_ApHDQBWGWnqlJIReuPMTnw_WaOXxV6Co1Lngjlng1MrfazKbsSCZBDzGl9868-Q=s4800-w1536-h2048', 'https://lh3.googleusercontent.com/places/ANXAkqG-iPAC_hdyST2N348rgN9vsk3BQ81Fa-3-QnNm7jYxdmR-1k9liBXdjArgcwclZmStbAXYiBR35wzwdEXTlUGo5htGuh_KQrM=s4800-w3600-h4800', 'https://lh3.googleusercontent.com/places/ANXAkqF7aklYbrb6aCGvOoIoqlVXu6vY6gMzPsfK57QxKhhx92v2ESDq8QvFbWGcsl4Kl5tyLIP9sTGzIBBwSxilfCQhrAdiZ5EJqtw=s4800-w3024-h4032']"
Starbucks | 9335 N Tryon St,Coffee Shop,Medium,University City,"9335 N Tryon St, Charlotte, NC 28262, USA",,Yes,Free,Yes,No,Yes,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://www.starbucks.com/store-locator/store/91705/,https://maps.google.com/?cid=1143002881343789441,"https://maps.apple.com/?ll=35.313480999999996,-80.743117&q=Starbucks%20%7C%209335%20N%20Tryon%20St",,ChIJbfPqPD0cVIgRgZm-jxDD3A8,35.313480999999996,-80.743117,,12/27/2024 2:54pm,9/7/2024 10:22am,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHr_-YXPm2aa-9ZsYsT3OsWlPULD29muv6XZBxZvx-D5zZetnxuoMR1SlJE8FeXu82-YRYcrmqVFRUAZ8yUoy2RtMI8sY03sFA=s4800-w4032-h2268', 'https://lh3.googleusercontent.com/places/ANXAkqFp5Fyb8-abZ0dei8qA1-2BL1xc3nbZWexzjOcDUAqwIBl96vSPjNudq2cMcm9UgBDaiwpcncHEjXTTijpuxHlBAe1xafOjZVg=s4800-w1600-h900', 'https://lh3.googleusercontent.com/places/ANXAkqFkcBE2HfyweljzIUDBqxb6kb44REMXm-TXQu9-q6Y8qh-d77PkU6cfVKG4F_PIHg7IishvGsa5qBjHJfan3RuQXFXZ8kvtoY0=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFKu0mBGaTT_AaAqbCyFg7vqKyU0lP7EU_TZn933GleEM5Xt5CyxJ43ROmCxsoRDH8qgxhq366MAXHTW3b1dW2mAuL6jXCztU0=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqF0cVG5vTPOAcTDyf6mG2IvHV1Fm5T1YSvdXCRc-krEIpv0QoiuTwQ-yT9C2-H7ZgKoSPJogeAvamyqxQZAlsod-HOkQr9-Vt4=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEEBJQP3kzZBpZ0mOxWKbCrG6Iq-HIGlMJKGJBx_AKLgBysBi5Mj7NsXvRD9gPhxKYyrpxTw0TFzq9jxs4BfAlSvIDCHgcWuA=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEZj7m4kU_nGq2OPe03Czr9OwHBjkYQGsmzvP2TSCVkJ-O5d0tC7u_2twOGBcLy592DPMHyVZ7-BJsu0UhLlOM2uIwTbVaxiw=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEEnuckjHgj4ky-DZimwXAVEjhNlhcvdh54HxbLaLZ1Si6hq21o7SdnYC_IPdFVTTipJZWoiSeQtPyFowsBtfoKaW91fknFW7M=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEBrC7kPBW1FXO-c_dNrUaNattK3lnFbAK9JKbAp6hQQxG8plT1426eciheAkdF0lcAnJfPc5RSxI2_KV7U3nR6tRQUr3nOHqY=s4800-w1920-h1080', 'https://lh3.googleusercontent.com/places/ANXAkqEXgP1JpNvd0Uz0ZhpbaOPTgQhjg_Nh3AFs2sfed_cUynMsCt1ckrhaCE37lPmcQ5WpIRdR5oIbYu-kaBGf3SZlsBg9s_wYPw=s4800-w3024-h4032']"
Starbucks | 4425 Park Rd,Coffee Shop,Small,Montford,"4425 Park Rd, Charlotte, NC 28209, USA",,Yes,Free,Yes,No,Yes,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://www.starbucks.com/store-locator/store/14412/,https://maps.google.com/?cid=2810141029071950477,"https://maps.apple.com/?ll=35.17124,-80.85067&q=Starbucks%20%7C%204425%20Park%20Rd",,ChIJcdCvlVOeVogRjZKVjmCg_yY,35.17124,-80.85067,,12/27/2024 2:54pm,9/12/2024 2:53pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHPYcUOAvwLoZCK0tFf1mt4m06bZ4yRV95WMad7zdLOGiTmMLZqdt7t4RhDsclCMdrA1VndzQcmY83a627tHWiWO6UeVlBR8Ks=s4800-w4032-h2268', 'https://lh3.googleusercontent.com/places/ANXAkqGMN4rXunmn4d2nRIB4oXpuCsBwHYQ-GmWUyjWqOIsZPJX4N0A7KAYQxo8FfcnRA2uIUklIhnLbtNSppNWTQf0PYd5yk-xampI=s4800-w1600-h900', 'https://lh3.googleusercontent.com/places/ANXAkqEzXZwSYnjI1h0gf4bNuj3fRqA4rfoTAxV4A_hUkZb8KVJrgHF4EBIrhBfQkzh4_dZxH2n0FoUrsB3KFSovZXgsGKIlDZMHNSw=s4800-w2252-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqHClmoGErB6JHYUCGc4CyDnjwpdpvqQldpynQA2c9PtUdwl9Sm_DDxW0OLJgl4b-RVeKcXYU4R2-axzihsdLv7xb91bbEBceuc=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGqfJtD2sLfudqdujse9mMzwBbi1IqJVtCeu-7hHTjferE66FCFKC-0nNVLQpPwbWYiftoyl_nf1852NgApEaqTPvPDfDHFyEM=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEJ03w8Q3Ud8AKEnLmh84K2stDMJ4hDZk2_5wAxjx7Xn4z_blcnGgaKclpZoLM5-XoNlWt4VUz_z2t4DFM8REntNLqiQxPsNkg=s4800-w1536-h2048', 'https://lh3.googleusercontent.com/places/ANXAkqEpz2teKtpIoka-0GvbTU6O2as7RmD2KRQD4PriSMei1T1mD673KhIL2ujIl5U5qh4tMIqH2hAION1r1XpWJ4YIX7cqZ24bGB8=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFsppIGvPtHaR2nG_bhc8E8LYniFExpdJPNcLfHR58doZ_qdeUS3V0T8yCaRTkBV360g1ZvNgCYCjSiZJpLCfPSpYAlR8k2nFE=s4800-w3388-h1816', 'https://lh3.googleusercontent.com/places/ANXAkqGwcN4Ydbr6p6_ockwMtKMwlXUZFG_lHuMuP17uyx2y74n-Va935TdgVdSTP5qsnCWofFVrTFYyCLP8elLOxXsP24dSBxKx10s=s4800-w502-h546', 'https://lh3.googleusercontent.com/places/ANXAkqGO-EaZrJlOKnPz5B2NfuRAQqg7bgp5-0DcwxSIomrX6xvg2cTPZAD_KssxSitOCC6xNPIuMSnBNEKGKN0mby-nbYbvG2CBS8A=s4800-w732-h664']"
Starbucks | 1901 N Tryon St,Coffee Shop,Medium,Lockwood,"1901 N Tryon St, Charlotte, NC 28206, USA",,Yes,Free,Yes,No,Yes,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://www.starbucks.com/store-locator/store/15377/,https://maps.google.com/?cid=9581634515329047989,"https://maps.apple.com/?ll=35.2426323,-80.82327280000001&q=Starbucks%20%7C%201901%20N%20Tryon%20St",,ChIJfVhFZCWgVogRtV3PddPN-IQ,35.2426323,-80.82327280000001,,12/27/2024 2:54pm,9/19/2024 3:33pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHmrNPU_zgXy_eOzIOuVSdLnCQNSzgpAFDcSClea3tyoNizoC5iJOV8quETDJvUKvHGfznbGBkxQUWkFQ6RQaKhDIQ7MQNAtkM=s4800-w4160-h2340', 'https://lh3.googleusercontent.com/places/ANXAkqEru7thMarIucOmIfgPj8mVuyniN838slqz9gOIbLbq71v4aC6V5bjDDQymNXnVlopCsbx4FKWcySbE2hNnCmQLfYPltzyulA=s4800-w502-h546', 'https://lh3.googleusercontent.com/places/ANXAkqERkouRu4aNBxkkM44-9gwez8GospxEJOHkE0xnzSNt_U40Mx-R491Ww8Kh4m-jyaezpJfPpz9pmHTr3uiimVotiVr7ObezsoM=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHxvsqGUKFLaBoRji80oPpScTbDXf_gwaAgFXR6TRXHKuutML8tXm1iJg50coeqla3Jg9NBydDTIrgCbTbNPUXTo9jw-q_581s=s4800-w3264-h2448', 'https://lh3.googleusercontent.com/places/ANXAkqHVr0A2yDVHHEFVDtZq6JCnBBLHYOlkey_ihK77OjnnyqnCah6m0qPqpZhuPbZvsYvaHbrTiOKr-2NZNXIu-fuT4A4Og-bI-Qc=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqF3zQQvqlnX3YCxehQIH9r-6AmrUoVAq8N29rPhBUfSldnQsls3nrpjMQ7rwK8ZZzd2Ta2ZyNtUfbEc_GqQZDjKCzSRku-nhJM=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGJ3WUFdt30hYdLNdHkRBvUpikXjNDDDEvKjyTaGrUX-8_zT9QEMnkFP1jv0F4JjSy2oJgxdImnjJXjNP2irivCZrtJy6oKbS0=s4800-w4048-h3036', 'https://lh3.googleusercontent.com/places/ANXAkqGMsv9SQOTiwOivy-amXfVPnsDHjH6eYJWaoflowUvs1tvWIcVPLlPxgJVkeZVxIhmOTYTigIVv6XLnsq8uR7KUNZnwZLfzylo=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqERfh50iHm6NsFbtLhR_hBYdyD1K2Ej2oB6a2D9xyS2dCaq6h9HSjQ9vAS9cuHqNKwtIkFPNC1bGwzclx66Ogl8EgV7tl_4ptQ=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFk7P5IBdTq7JtIhqH68R2gd3_0v4wWnwq_fF0NafyyvpaKtxMAolpQcmxa4MRQmH79VhzS3Q-1hcssj2o5Aykh9qvOzcWLESI=s4800-w4048-h3036']"
